query_id,user_id,timestamp,user_age,user_location,device,account_type,intention,query_text,response_time,satisfaction_score
62,5676,2023-12-23 12:00:00,23,urban,web,checking,payment_issue,Payment not going through.,12,3
63,162,2022-03-13 11:00:00,34,urban,web,checking,report_fraud,I think my card was stolen. 986,16,5
64,4298,2022-02-16 16:00:00,40,urban,mobile,credit,transfer_money,Send money to friend.,24,2
65,996,2023-11-09 15:00:00,42,rural,web,credit,card_activation,How to activate debit card?,58,1
66,11535,2022-08-22 18:00:00,36,rural,web,credit,check_balance,Check my account balance please.,55,1
67,7630,2022-10-24 17:00:00,69,urban,web,savings,check_balance,How much money do I have left?,45,1
68,1017,2022-03-23 11:00:00,46,rural,web,checking,open_account,Apply for checking account. 451,31,1
69,8530,2022-08-27 17:00:00,48,urban,web,savings,loan_inquiry,Check eligibility for mortgage.,23,3
70,17263,2022-04-14 13:00:00,23,urban,app,credit,open_account,How to open a new account?,57,1
71,9269,2023-01-25 17:00:00,54,rural,mobile,checking,transfer_money,Send money to friend.,50,1
72,12186,2022-10-12 20:00:00,80,rural,web,checking,check_balance,Check my account balance please.,16,4
73,6332,2023-04-10 11:00:00,51,urban,web,credit,open_account,Apply for checking account.,36,2
74,8572,2023-10-13 18:00:00,41,urban,app,credit,check_balance,Check my account balance please.,52,2
75,7209,2023-01-09 15:00:00,75,rural,mobile,checking,check_balance,Check my account balance please.,52,1
76,5277,2022-06-16 18:00:00,27,rural,mobile,savings,report_fraud,Unauthorized charge on my account.,33,2
77,18447,2023-01-15 12:00:00,75,urban,mobile,checking,report_fraud,Unauthorized charge on my account. 746,36,1
78,16449,2022-12-30 15:00:00,76,urban,mobile,checking,report_fraud,Report fraudulent transaction. 936,22,2
79,16217,2022-08-03 13:00:00,28,urban,mobile,credit,payment_issue,Bill payment error. 93,17,4
80,8007,2023-11-18 11:00:00,41,rural,web,credit,report_fraud,Report fraudulent transaction. 352,18,5
81,2569,2022-10-01 13:00:00,79,urban,mobile,checking,open_account,How to open a new account? 705,27,3
82,2028,2023-12-20 09:00:00,19,urban,web,checking,transfer_money,Make a wire transfer. 311,46,2
83,2696,2023-12-01 20:00:00,67,rural,app,savings,report_fraud,Report fraudulent transaction.,19,3
84,15423,2023-10-26 20:00:00,75,rural,web,checking,check_balance,How much money do I have left?,13,4
85,5259,2022-03-15 13:00:00,79,rural,mobile,credit,check_balance,How much money do I have left?,58,2
86,6737,2023-09-16 18:00:00,46,urban,app,credit,card_activation,Activate my new credit card. 535,40,1
87,392,2023-10-13 19:00:00,33,urban,web,checking,transfer_money,Make a wire transfer.,25,4
88,13987,2022-06-25 16:00:00,40,urban,mobile,credit,loan_inquiry,What are loan rates? 231,52,1
89,12667,2023-07-01 12:00:00,52,urban,web,savings,open_account,Open savings account online.,34,3
90,5893,2022-09-08 08:00:00,74,rural,app,checking,report_fraud,Unauthorized charge on my account.,25,3
91,3562,2022-06-17 15:00:00,60,urban,app,savings,transfer_money,Make a wire transfer.,13,5
92,6185,2023-04-19 09:00:00,39,urban,web,savings,check_balance,How much money do I have left? 348,56,1
93,19484,2023-01-24 11:00:00,52,rural,mobile,savings,check_balance,Check my account balance please.,30,3
94,8393,2022-10-04 16:00:00,23,urban,web,savings,loan_inquiry,Apply for personal loan. 615,46,2
95,13068,2023-10-18 17:00:00,73,rural,web,checking,open_account,How to open a new account? 563,52,2
96,15266,2023-12-06 12:00:00,40,rural,web,credit,open_account,How to open a new account? 352,37,2
97,19489,2023-07-25 15:00:00,78,rural,app,credit,report_fraud,Unauthorized charge on my account. 575,50,1
98,2455,2022-08-13 17:00:00,40,urban,mobile,credit,card_activation,Activate my new credit card.,54,1
99,11838,2023-12-03 18:00:00,47,urban,web,checking,loan_inquiry,What are loan rates?,30,3
100,14040,2022-11-29 13:00:00,54,rural,app,savings,check_balance,How much money do I have left? 705,24,4
101,19116,2022-02-27 14:00:00,59,rural,mobile,checking,open_account,How to open a new account?,16,5
102,10966,2022-08-23 18:00:00,37,urban,app,checking,report_fraud,Report fraudulent transaction. 722,20,4
103,9763,2022-02-02 18:00:00,28,rural,mobile,credit,card_activation,Activate my new credit card. 52,26,2
104,5057,2022-11-20 10:00:00,77,urban,mobile,checking,open_account,Apply for checking account. 371,58,2
105,14949,2023-02-15 15:00:00,41,rural,web,checking,transfer_money,Make a wire transfer.,58,1
106,8111,2022-10-02 14:00:00,74,urban,app,checking,check_balance,How much money do I have left?,15,3
107,13774,2022-03-09 13:00:00,35,urban,web,checking,report_fraud,Report fraudulent transaction. 868,26,2
108,17413,2022-08-05 11:00:00,44,rural,mobile,savings,transfer_money,Make a wire transfer.,25,2
109,503,2023-08-04 17:00:00,70,urban,mobile,checking,card_activation,How to activate debit card? 339,35,3
110,6911,2022-11-19 13:00:00,24,rural,web,savings,card_activation,Card activation code. 72,11,5
111,12686,2022-08-06 14:00:00,65,urban,mobile,savings,open_account,Open savings account online.,13,3
112,207,2023-11-03 09:00:00,38,urban,mobile,credit,check_balance,How much money do I have left? 468,46,1
113,17869,2023-05-27 11:00:00,73,urban,web,credit,card_activation,How to activate debit card? 491,34,3
114,15935,2023-02-10 10:00:00,32,urban,web,credit,loan_inquiry,Apply for personal loan. 198,28,4
115,17248,2023-10-21 13:00:00,25,urban,mobile,credit,report_fraud,Unauthorized charge on my account.,21,4
116,19175,2023-04-15 16:00:00,45,urban,app,credit,report_fraud,Report fraudulent transaction.,30,1
117,8756,2022-05-27 12:00:00,38,urban,mobile,savings,report_fraud,Report fraudulent transaction.,17,4
118,12384,2022-09-29 14:00:00,25,urban,web,credit,report_fraud,I think my card was stolen. 515,47,1
119,18142,2022-05-23 19:00:00,45,urban,web,checking,transfer_money,Transfer $100 to my savings.,12,4
120,14821,2022-09-10 12:00:00,51,urban,mobile,checking,card_activation,Activate my new credit card. 371,24,2
121,7575,2023-07-29 18:00:00,64,rural,app,checking,card_activation,Activate my new credit card.,15,5
122,6375,2023-07-06 13:00:00,32,rural,mobile,credit,transfer_money,Transfer $100 to my savings.,25,4
123,1679,2022-09-27 08:00:00,61,urban,mobile,credit,report_fraud,I think my card was stolen.,37,1
124,19627,2023-08-22 14:00:00,60,rural,mobile,credit,report_fraud,Report fraudulent transaction. 452,52,1
125,1060,2023-03-15 17:00:00,54,urban,mobile,checking,check_balance,What's my current balance? 678,44,1
126,16199,2023-08-21 14:00:00,70,urban,mobile,credit,open_account,Apply for checking account.,42,1
127,9915,2023-02-13 15:00:00,44,urban,mobile,credit,loan_inquiry,What are loan rates?,23,2
128,19542,2023-01-06 19:00:00,58,urban,web,checking,transfer_money,Send money to friend. 156,35,3
129,10818,2022-08-13 12:00:00,43,urban,web,credit,check_balance,How much money do I have left?,52,1
130,10922,2022-05-22 10:00:00,29,urban,app,checking,loan_inquiry,Apply for personal loan. 491,48,1
131,9790,2023-06-06 14:00:00,80,urban,mobile,savings,loan_inquiry,What are loan rates? 1000,23,4
132,16313,2023-05-21 14:00:00,51,rural,mobile,credit,report_fraud,Unauthorized charge on my account.,31,2
133,11253,2022-04-04 15:00:00,48,urban,web,checking,payment_issue,Payment not going through.,10,5
134,2694,2022-02-18 12:00:00,80,urban,web,savings,open_account,Apply for checking account.,17,3
135,13932,2022-04-23 10:00:00,20,rural,web,credit,check_balance,What's my current balance?,33,1
136,3628,2022-06-06 19:00:00,43,urban,app,savings,transfer_money,Transfer $100 to my savings.,45,1
137,16158,2023-10-05 13:00:00,74,urban,web,savings,transfer_money,Transfer $100 to my savings.,18,5
138,10174,2022-06-13 13:00:00,71,urban,mobile,credit,check_balance,What's my current balance?,21,4
139,18048,2023-11-28 19:00:00,23,rural,app,credit,loan_inquiry,Apply for personal loan.,43,2
140,10231,2023-03-09 08:00:00,75,rural,web,credit,report_fraud,Report fraudulent transaction. 896,46,1
141,15708,2023-09-03 13:00:00,37,urban,mobile,credit,card_activation,Activate my new credit card. 579,43,2
142,11495,2022-03-07 15:00:00,68,rural,mobile,checking,card_activation,Card activation code. 391,15,5
143,1307,2023-01-30 13:00:00,57,urban,app,checking,report_fraud,I think my card was stolen. 285,53,1
144,6777,2023-01-26 08:00:00,34,urban,mobile,savings,payment_issue,Payment not going through.,59,2
145,9475,2023-09-03 11:00:00,58,rural,mobile,savings,payment_issue,Payment not going through.,40,1
146,7527,2023-04-25 19:00:00,18,rural,mobile,savings,open_account,How to open a new account?,12,4
147,5531,2023-06-26 14:00:00,30,urban,app,checking,open_account,How to open a new account?,44,2
148,3749,2022-09-15 08:00:00,35,rural,mobile,credit,transfer_money,Transfer $100 to my savings. 367,46,2
149,13546,2023-07-21 13:00:00,69,urban,mobile,savings,loan_inquiry,Apply for personal loan. 305,28,2
150,664,2022-01-12 13:00:00,38,urban,web,savings,card_activation,Card activation code. 138,15,3
151,1999,2023-11-28 15:00:00,69,urban,mobile,checking,payment_issue,Why was my payment declined? 934,31,2
152,7995,2022-04-28 19:00:00,29,rural,web,savings,card_activation,How to activate debit card? 1000,29,3
153,17880,2023-11-30 08:00:00,61,urban,web,credit,payment_issue,Why was my payment declined?,50,1
154,3305,2023-07-04 12:00:00,29,urban,app,checking,open_account,Apply for checking account. 340,44,1
155,18238,2022-10-01 17:00:00,43,urban,web,savings,transfer_money,Send money to friend.,24,2
156,13809,2023-10-19 16:00:00,59,urban,mobile,credit,report_fraud,Report fraudulent transaction.,48,2
157,6586,2022-12-15 15:00:00,57,rural,mobile,credit,loan_inquiry,Check eligibility for mortgage.,21,3
158,17676,2022-04-25 18:00:00,45,urban,mobile,credit,report_fraud,Report fraudulent transaction. 246,52,1
159,19966,2022-10-28 09:00:00,61,rural,mobile,savings,transfer_money,Make a wire transfer.,54,1
160,11650,2023-03-22 10:00:00,42,rural,web,savings,transfer_money,Send money to friend.,19,5
161,1637,2022-06-11 13:00:00,38,urban,web,savings,card_activation,How to activate debit card?,59,1
162,17083,2023-04-10 15:00:00,65,rural,web,credit,loan_inquiry,What are loan rates?,55,1
163,4738,2022-01-04 19:00:00,67,urban,web,checking,card_activation,How to activate debit card?,16,3
164,14556,2022-09-27 19:00:00,66,urban,mobile,checking,transfer_money,Transfer $100 to my savings. 355,41,1
165,13878,2023-05-28 12:00:00,28,rural,web,checking,report_fraud,Unauthorized charge on my account. 837,25,2
166,855,2022-07-02 18:00:00,26,urban,mobile,checking,payment_issue,Bill payment error. 777,56,2
167,5856,2023-06-04 17:00:00,70,urban,web,savings,check_balance,Check my account balance please. 451,15,5
168,7393,2022-04-19 19:00:00,52,urban,app,credit,payment_issue,Bill payment error. 517,10,5
169,13950,2023-10-03 11:00:00,53,urban,mobile,checking,open_account,Open savings account online.,26,3
170,18092,2022-11-02 13:00:00,66,urban,web,savings,transfer_money,Make a wire transfer.,23,4
171,5792,2023-10-17 15:00:00,46,urban,web,credit,card_activation,Activate my new credit card.,32,3
172,4932,2023-06-04 16:00:00,57,urban,mobile,savings,open_account,How to open a new account?,54,1
173,19895,2023-09-16 18:00:00,34,urban,mobile,savings,card_activation,How to activate debit card?,52,1
174,203,2022-07-23 15:00:00,54,urban,web,checking,card_activation,Activate my new credit card. 471,40,1
175,11448,2022-06-06 14:00:00,65,urban,mobile,checking,transfer_money,Make a wire transfer. 875,29,4
176,12689,2023-01-18 12:00:00,66,urban,web,checking,transfer_money,Transfer $100 to my savings.,10,4
177,4390,2022-06-15 10:00:00,25,urban,mobile,credit,report_fraud,I think my card was stolen. 987,10,5
178,2328,2023-07-07 17:00:00,70,urban,mobile,credit,report_fraud,Unauthorized charge on my account. 184,59,1
179,8005,2023-06-28 14:00:00,61,rural,mobile,savings,open_account,How to open a new account?,13,3
180,19316,2022-01-01 15:00:00,64,urban,mobile,credit,check_balance,What's my current balance?,16,5
181,7778,2023-09-06 11:00:00,22,urban,mobile,savings,report_fraud,Unauthorized charge on my account.,10,5
182,198,2022-11-28 20:00:00,40,urban,mobile,checking,open_account,Apply for checking account. 363,49,1
183,1931,2023-05-16 20:00:00,71,urban,mobile,credit,check_balance,What's my current balance?,21,2
184,11775,2022-01-20 17:00:00,27,urban,app,savings,check_balance,Check my account balance please.,47,1
185,15088,2022-04-25 17:00:00,64,urban,app,credit,check_balance,Check my account balance please. 589,11,3
186,9340,2023-01-07 10:00:00,58,urban,mobile,checking,check_balance,What's my current balance?,11,3
187,11590,2022-11-11 17:00:00,64,urban,mobile,credit,open_account,Apply for checking account. 649,25,4
188,18896,2022-09-03 15:00:00,32,rural,app,credit,open_account,Open savings account online. 14,11,5
189,15709,2022-03-01 12:00:00,33,rural,web,checking,check_balance,How much money do I have left?,21,3
190,17044,2022-09-04 17:00:00,44,urban,app,checking,check_balance,What's my current balance?,46,2
191,2812,2023-08-04 09:00:00,76,urban,mobile,savings,loan_inquiry,What are loan rates? 354,25,2
192,14244,2022-03-22 15:00:00,49,urban,app,checking,transfer_money,Transfer $100 to my savings. 939,17,4
193,6547,2022-03-29 19:00:00,73,rural,app,checking,report_fraud,Report fraudulent transaction. 949,16,4
194,1987,2023-05-13 17:00:00,57,urban,app,checking,check_balance,What's my current balance? 972,30,3
195,8339,2022-03-12 14:00:00,68,urban,app,credit,report_fraud,I think my card was stolen.,12,4
196,11412,2023-06-30 19:00:00,62,urban,mobile,savings,check_balance,What's my current balance? 832,33,3
197,2912,2022-05-09 09:00:00,63,rural,app,savings,report_fraud,Report fraudulent transaction.,17,5
198,1735,2022-05-12 14:00:00,52,urban,mobile,savings,check_balance,What's my current balance?,12,4
199,18228,2023-11-07 16:00:00,54,rural,mobile,checking,payment_issue,Payment not going through.,12,4
200,8681,2023-05-02 14:00:00,41,rural,app,credit,check_balance,Check my account balance please.,38,2
201,19361,2023-07-17 15:00:00,48,urban,app,credit,check_balance,How much money do I have left?,41,1
202,18344,2022-06-19 14:00:00,68,rural,web,credit,payment_issue,Payment not going through. 589,56,1
203,5760,2022-09-29 19:00:00,52,urban,mobile,savings,report_fraud,Unauthorized charge on my account.,27,2
204,2386,2023-06-25 14:00:00,33,rural,mobile,checking,card_activation,Activate my new credit card.,51,2
205,11112,2023-09-14 16:00:00,57,urban,app,credit,payment_issue,Payment not going through. 852,24,2
206,4737,2023-03-10 17:00:00,79,rural,app,checking,report_fraud,Report fraudulent transaction. 704,20,2
207,1803,2022-08-05 17:00:00,53,rural,mobile,credit,payment_issue,Why was my payment declined? 439,56,2
208,8156,2023-07-07 14:00:00,29,urban,mobile,savings,loan_inquiry,What are loan rates? 166,35,3
209,8121,2023-12-08 09:00:00,77,urban,mobile,checking,check_balance,What's my current balance?,51,1
210,6617,2022-07-25 19:00:00,33,urban,mobile,checking,report_fraud,Report fraudulent transaction.,15,3
211,14258,2024-01-01 13:00:00,66,rural,mobile,checking,open_account,Open savings account online.,26,2
212,14487,2022-11-16 09:00:00,22,urban,app,checking,card_activation,Activate my new credit card.,30,3
213,16647,2023-02-13 18:00:00,64,urban,app,credit,check_balance,Check my account balance please. 934,21,4
214,14076,2023-11-19 16:00:00,22,rural,mobile,credit,check_balance,Check my account balance please.,16,4
215,9209,2023-10-28 10:00:00,37,urban,web,checking,report_fraud,Report fraudulent transaction.,22,3
216,16372,2023-01-18 08:00:00,65,urban,app,savings,open_account,Apply for checking account. 640,45,1
217,11836,2023-03-25 18:00:00,55,urban,mobile,checking,open_account,Open savings account online.,11,3
218,13169,2023-06-14 08:00:00,53,urban,mobile,savings,payment_issue,Bill payment error.,15,5
219,2050,2023-04-08 14:00:00,72,rural,web,credit,loan_inquiry,Check eligibility for mortgage. 165,59,2
220,5424,2022-05-04 12:00:00,49,urban,mobile,savings,report_fraud,I think my card was stolen.,43,2
221,14590,2022-09-11 13:00:00,80,urban,mobile,savings,payment_issue,Why was my payment declined?,31,2
222,19493,2022-08-19 13:00:00,57,rural,web,savings,transfer_money,Make a wire transfer. 170,52,2
223,7159,2022-03-07 19:00:00,28,urban,mobile,savings,loan_inquiry,Check eligibility for mortgage. 169,27,3
224,10249,2022-12-13 16:00:00,28,urban,mobile,credit,loan_inquiry,Check eligibility for mortgage. 216,15,5
225,7401,2022-01-22 13:00:00,60,rural,web,savings,check_balance,What's my current balance?,16,4
226,19555,2023-08-26 15:00:00,66,rural,mobile,savings,loan_inquiry,Check eligibility for mortgage. 539,29,2
227,9875,2023-07-22 11:00:00,45,rural,app,credit,loan_inquiry,Apply for personal loan.,41,1
228,15152,2022-08-24 08:00:00,29,rural,mobile,savings,payment_issue,Why was my payment declined?,15,4
229,18640,2023-08-26 10:00:00,63,rural,app,savings,payment_issue,Bill payment error. 340,56,2
230,1155,2022-08-14 16:00:00,48,urban,mobile,credit,payment_issue,Bill payment error. 190,44,1
231,4500,2022-01-08 17:00:00,57,rural,web,checking,loan_inquiry,What are loan rates?,12,3
232,6296,2022-03-14 08:00:00,47,urban,mobile,credit,loan_inquiry,Apply for personal loan.,25,4
233,12184,2023-12-26 20:00:00,37,rural,mobile,credit,loan_inquiry,Apply for personal loan.,58,1
234,12875,2023-10-09 19:00:00,44,urban,mobile,credit,check_balance,How much money do I have left?,51,1
235,18033,2022-03-02 15:00:00,42,urban,app,savings,report_fraud,Unauthorized charge on my account. 827,43,1
236,5540,2022-08-23 18:00:00,67,urban,app,savings,check_balance,What's my current balance? 828,59,2
237,9638,2022-03-11 14:00:00,51,urban,mobile,credit,card_activation,Card activation code.,15,3
238,15587,2022-02-02 08:00:00,52,urban,mobile,credit,report_fraud,Unauthorized charge on my account.,13,5
239,2558,2022-12-05 11:00:00,60,rural,web,checking,loan_inquiry,Check eligibility for mortgage. 515,53,1
240,5593,2022-03-14 19:00:00,71,urban,mobile,checking,check_balance,What's my current balance?,18,5
241,16483,2023-06-11 14:00:00,69,urban,mobile,credit,check_balance,Check my account balance please. 492,52,1
242,2201,2022-09-01 20:00:00,22,urban,mobile,credit,open_account,How to open a new account?,24,2
243,14173,2022-10-13 13:00:00,57,rural,app,savings,transfer_money,Send money to friend.,35,3
244,2962,2023-11-17 11:00:00,56,rural,mobile,credit,check_balance,Check my account balance please.,27,3
245,14208,2023-05-13 10:00:00,80,rural,mobile,savings,payment_issue,Bill payment error. 332,28,2
246,11970,2022-08-08 08:00:00,25,urban,web,checking,report_fraud,Report fraudulent transaction. 91,34,3
247,2870,2023-07-07 18:00:00,36,urban,app,credit,card_activation,Activate my new credit card.,55,1
248,17341,2022-05-16 20:00:00,60,urban,mobile,checking,report_fraud,Unauthorized charge on my account.,41,1
249,13993,2023-08-08 19:00:00,35,rural,app,credit,loan_inquiry,Check eligibility for mortgage.,33,2
250,5700,2023-08-14 15:00:00,71,urban,web,savings,payment_issue,Payment not going through. 770,24,4
251,3988,2023-04-30 13:00:00,33,urban,mobile,savings,transfer_money,Send money to friend.,44,2
252,13447,2022-09-06 12:00:00,36,urban,app,credit,check_balance,How much money do I have left?,18,4
253,1219,2023-04-30 11:00:00,32,urban,mobile,credit,check_balance,How much money do I have left? 780,28,2
254,4736,2023-02-21 13:00:00,46,rural,web,credit,transfer_money,Transfer $100 to my savings. 889,55,2
255,11297,2022-07-14 10:00:00,32,urban,web,credit,card_activation,How to activate debit card?,26,4
256,4556,2022-04-07 15:00:00,77,urban,web,checking,loan_inquiry,Apply for personal loan. 85,46,2
257,9147,2022-04-10 14:00:00,46,urban,app,credit,card_activation,Activate my new credit card. 760,59,1
258,8051,2023-11-06 20:00:00,34,urban,web,savings,card_activation,How to activate debit card?,43,1
259,12758,2023-03-18 12:00:00,32,urban,mobile,savings,check_balance,What's my current balance?,20,3
260,19831,2022-12-29 19:00:00,57,urban,web,savings,payment_issue,Bill payment error.,40,1
261,17430,2023-03-10 09:00:00,28,urban,mobile,credit,payment_issue,Why was my payment declined?,43,1
262,6894,2023-02-25 12:00:00,20,rural,app,checking,report_fraud,I think my card was stolen.,55,1
263,18078,2023-04-24 16:00:00,30,urban,mobile,savings,loan_inquiry,Check eligibility for mortgage. 42,54,1
264,14374,2022-02-25 09:00:00,55,urban,web,savings,check_balance,What's my current balance?,52,2
265,14566,2023-11-21 11:00:00,26,rural,mobile,savings,open_account,Apply for checking account.,30,3
266,3437,2023-11-01 11:00:00,72,rural,mobile,savings,loan_inquiry,Apply for personal loan.,59,1
267,8755,2023-10-24 08:00:00,37,urban,web,credit,loan_inquiry,Check eligibility for mortgage. 933,13,3
268,10678,2022-04-11 17:00:00,78,urban,mobile,credit,loan_inquiry,Check eligibility for mortgage. 87,27,3
269,5896,2022-03-04 12:00:00,71,urban,mobile,credit,payment_issue,Bill payment error. 502,22,4
270,19739,2023-02-17 11:00:00,65,urban,mobile,credit,payment_issue,Payment not going through. 951,60,1
271,16610,2022-12-14 20:00:00,43,urban,web,checking,open_account,How to open a new account?,40,2
272,15637,2022-04-22 16:00:00,74,rural,mobile,credit,check_balance,Check my account balance please.,41,2
273,7023,2022-09-12 08:00:00,29,urban,web,savings,transfer_money,Send money to friend. 406,58,2
274,9152,2022-07-16 11:00:00,66,urban,mobile,checking,card_activation,How to activate debit card?,27,2
275,5601,2022-07-14 20:00:00,48,urban,mobile,credit,loan_inquiry,Apply for personal loan. 85,12,4
276,7997,2023-07-04 16:00:00,19,urban,mobile,checking,transfer_money,Send money to friend. 391,57,1
277,9008,2023-04-05 08:00:00,50,urban,mobile,checking,open_account,Apply for checking account.,22,3
278,12947,2022-05-24 16:00:00,33,urban,web,savings,report_fraud,Unauthorized charge on my account.,35,2
279,4643,2023-03-09 15:00:00,22,urban,app,credit,loan_inquiry,Check eligibility for mortgage. 724,24,3
280,11313,2022-07-07 19:00:00,70,rural,app,credit,report_fraud,Report fraudulent transaction. 867,34,2
281,7680,2022-10-13 13:00:00,34,urban,app,savings,payment_issue,Payment not going through. 588,31,3
282,8209,2023-04-19 20:00:00,76,urban,app,savings,card_activation,Activate my new credit card.,18,5
